timestamp,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,raw_vel_x,raw_vel_y,raw_vel_z,diff_vel_x,diff_vel_y,diff_vel_z,vel_diff_x,vel_diff_y,vel_diff_z,pos_diff_x,pos_diff_y,pos_diff_z,ori_diff_angle
1403637132.988318920135498,-0.022025040703262,-0.028418362714410,-0.006510954396647,0.026417880469227,-0.790428567382398,0.019833503778969,-0.611662821810492,-0.028238802484552,-0.025317441863068,-0.017536573067879,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1403637133.088319063186646,0.004464675311689,-0.003570436769349,0.003919306460943,0.025102473727948,-0.790093825540781,0.017533658242921,-0.612220698346350,-0.018929932253333,0.013839575748382,0.011718083505126,0.264896781211629,0.248478903998677,0.104302459370035,-0.283826713464962,-0.234639328250295,-0.092584375864909,0.026489716014951,0.024847925945060,0.010430260857590,0.005456323791896
1403637133.138319015502930,0.003386715852298,-0.002479861972567,0.004497880805895,0.027450286108071,-0.789270896363414,0.017698687928059,-0.613175904934223,-0.024688520208695,0.014930697249240,0.012150296465030,-0.021559209748280,0.021811516736726,0.011571497934474,-0.003129310460415,-0.006880819487486,0.000578798530556,-0.001077959459391,0.001090574796782,0.000578574344952,0.005340072681497
1403637133.188318967819214,0.002986104372731,-0.002306058896830,0.004947378145947,0.026624422506521,-0.789160941693938,0.017425802799718,-0.613361630384325,-0.009026532683138,-0.002262810697870,0.020401593231998,-0.008012237232403,0.003476064829783,0.008989955374534,-0.001014295450735,-0.005738875527653,0.011411637857464,-0.000400611479567,0.000173803075737,0.000449497340052,0.001792318060239
1403637133.238318920135498,0.003255606517277,-0.001836496728785,0.005632813393347,0.022164545652530,-0.789411867582092,0.016304500909444,-0.613246931901551,-0.012084841819360,0.004376123085577,0.022542653053689,0.005390048031261,0.009391252317098,0.013708718021654,-0.017474889850620,-0.005015129231521,0.008833935032035,0.000269502144546,0.000469562168045,0.000685435247400,0.009213897451784
1403637133.288319110870361,0.003060713647567,-0.000403536840286,0.007306497600582,0.019751845816045,-0.789981853660408,0.015641619894311,-0.612612336801347,-0.015817443699555,0.007492227444147,0.043026689698965,-0.003897842525116,0.028659088444226,0.033473556453210,-0.011919601174439,-0.021166861000079,0.009553133245756,-0.000194892869710,0.001432959888499,0.001673684207235,0.005287014613535
1403637133.338319063186646,0.002920455863463,-0.000025993655244,0.009152347887296,0.017610312135808,-0.790974285883085,0.015850491517829,-0.611390479069527,-0.015092136989241,-0.000396636195519,0.083219346645320,-0.002805158357288,0.007550870901907,0.036917040941112,-0.012286978631953,-0.007947507097426,0.046302305704208,-0.000140257784104,0.000377543185042,0.001845850286714,0.005332037547525
1403637133.388319015502930,0.001798750175800,0.001417659689198,0.012523176147354,0.014643183957781,-0.792376778874144,0.018579816790025,-0.609573135786562,-0.014676819493832,0.000632415353506,0.089318154355306,-0.022434135148116,0.028873094424373,0.067416629494680,0.007757315654284,-0.028240679070867,0.021901524860626,-0.001121705687663,0.001443653344442,0.003370828260059,0.009278540373840
1403637133.438318967819214,0.001112872986896,0.001956593217010,0.016296487825937,0.013928874561640,-0.794277638393933,0.020203827697760,-0.607059160994349,-0.017687883339150,0.022607301369994,0.061272905129551,-0.013717556860150,0.010778680835593,0.075466305541938,-0.003970326479001,0.011828620534401,-0.014193400412388,-0.000685877188903,0.000538933527812,0.003773311678583,0.007233532960115
1403637133.488318920135498,0.000341973123801,0.002883898396875,0.018702400367583,0.014423132602005,-0.797244940246860,0.020943468056648,-0.603120095538597,-0.002033996350513,-0.000311901805300,0.038277122938880,-0.015418011965666,0.018546121284271,0.048118296722088,0.013384015615154,-0.018858023089571,-0.009841173783208,-0.000770899863095,0.000927305179866,0.002405912541645,0.010022480406639
