timestamp,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,raw_vel_x,raw_vel_y,raw_vel_z,diff_vel_x,diff_vel_y,diff_vel_z,vel_diff_x,vel_diff_y,vel_diff_z,pos_diff_x,pos_diff_y,pos_diff_z,ori_diff_angle
1403636611.513555526733398,0.001979054671680,0.006804635477097,-0.000765485606091,0.020600925316026,-0.794607116224637,0.016336707126476,-0.606554403760746,0.009543662240081,-0.004264437087114,-0.001991141576878,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1403636611.563555479049683,0.013099714790577,-0.007212204616650,-0.012966682595328,0.021473288346248,-0.794772933081230,0.016866499641342,-0.606292341959641,0.015231208400726,0.004163429725383,-0.019837116916841,0.222413414487916,-0.280337069225212,-0.244024172504337,-0.207182206087190,0.284500498950596,0.224187055587496,0.011120660118898,-0.014016840093747,-0.012201196989238,0.002133418937490
1403636611.613555431365967,0.012904612322578,-0.007893652105744,-0.012791838508604,0.021109904849736,-0.794673415454424,0.016467911334198,-0.606446487815309,0.014424838407472,-0.009842312659003,-0.011655380401884,-0.003902053081271,-0.013628962779468,0.003496885069374,0.018326891488743,0.003786650120465,-0.015152265471258,-0.000195102467999,-0.000681447489094,0.000174844086724,0.001139447086497
1403636611.663555383682251,0.012507876439778,-0.008254361834404,-0.012578860839892,0.021637352614058,-0.794642068837209,0.016958267901944,-0.606455459663561,0.010314079598013,0.001087975138895,-0.020016566597584,-0.007934725223157,-0.007214201453196,0.004259557436470,0.018248804821170,0.008302176592091,-0.024276124034055,-0.000396735882801,-0.000360709728660,0.000212977668712,0.001441823615419
1403636611.713555574417114,0.011928305009533,-0.008999559856219,-0.012091605200199,0.020973263070322,-0.794467745366324,0.016579407295058,-0.606717600752176,0.008382401621412,-0.012342898526414,-0.013230879093416,-0.011591384387270,-0.014903903582430,0.009745075619345,0.019973786008682,0.002561005056015,-0.022975954712761,-0.000579571430245,-0.000745198021815,0.000487255639693,0.001653670998628
1403636611.763555526733398,0.011540726548554,-0.008765540800806,-0.011545283421166,0.021531922195738,-0.794520208734536,0.016827359133090,-0.606622497294315,0.008654341670470,0.010383671554398,-0.014892012309187,-0.007751576612063,0.004680385571825,0.010926446000939,0.016405918282534,0.005703285982574,-0.025818458310125,-0.000387578460979,0.000234019055413,0.000546321779033,0.001241575156309
1403636611.863555431365967,0.009845550941057,-0.010357864097393,-0.010140741082312,0.020705847033307,-0.794376471974454,0.016399207229770,-0.606851180005682,0.008967427168157,0.013925899841321,-0.011731470375814,-0.016951772241438,-0.015923248151456,0.014045436783311,0.025919199409595,0.029849147992777,-0.025776907159125,-0.001695175607497,-0.001592323296586,0.001404542338854,0.001937700016053
1403636611.913555383682251,0.008501786734550,-0.010497858474331,-0.009310420142468,0.020978074726054,-0.794562361260866,0.016301464254927,-0.606601052349475,0.016923112771602,0.022535098016087,-0.010388152103281,-0.026875309760427,-0.002799890208957,0.016606434633996,0.043798422532028,0.025334988225044,-0.026994586737277,-0.001343764206507,-0.000139994376939,0.000830320939843,0.000850365284451
1403636611.963555574417114,0.007486750059258,-0.010628999757105,-0.008531290436972,0.021482184218256,-0.794484130515244,0.016501853940843,-0.606680452080965,0.001984833543007,0.033759665762892,-0.019133082088896,-0.020300656064982,-0.002622815650216,0.015582534667284,0.022285489607989,0.036382481413108,-0.034715616756180,-0.001015036675292,-0.000131141282773,0.000779129705497,0.001107622283465
1403636612.063555479049683,0.008141388228106,-0.008952072885544,-0.009682314597345,0.020914816156143,-0.794571792435587,0.016151622361226,-0.606594891361570,0.003959005956444,0.032840143509306,-0.015469540529936,0.006546387931598,0.016769284708041,-0.011510252580769,-0.002587381975154,0.016070858801265,-0.003959287949167,0.000654638168848,0.001676926871560,-0.001151024160374,0.001355837664594
1403636612.113555431365967,0.008519474410430,-0.007474689045024,-0.010347068004603,0.022295978343575,-0.794522101386000,0.016852811476239,-0.606591709887487,0.008364212261752,0.022283115372955,-0.013225321078876,0.007561730857910,0.029547704989289,-0.013295080824324,0.000802481403842,-0.007264589616334,0.000069759745447,0.000378086182324,0.001477383840520,-0.000664753407257,0.003099519295200
1403636612.213555574417114,0.008997560518016,-0.006675076830035,-0.011162979975477,0.022468680959934,-0.794742722298097,0.017087571753586,-0.606289682100641,0.007833822282866,-0.003397786437425,-0.011036475402283,0.004780854236789,0.007996110711362,-0.008159108037047,0.003052968046077,-0.011393897148787,-0.002877367365236,0.000478086107586,0.000799612214989,-0.000815911970874,0.000948331073510
1403636612.263555526733398,0.009407167127401,-0.006949748699796,-0.011683062043526,0.019654125555259,-0.794573628374501,0.015326630778808,-0.606656046561319,0.005699438217025,0.020955024875516,-0.012255955411917,0.008192140000339,-0.005493442634181,-0.010401651280776,-0.002492701783314,0.026448467509696,-0.001854304131142,0.000409606609385,-0.000274671869761,-0.000520082068049,0.006688934546526
