timestamp,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,raw_vel_x,raw_vel_y,raw_vel_z,diff_vel_x,diff_vel_y,diff_vel_z,vel_diff_x,vel_diff_y,vel_diff_z,pos_diff_x,pos_diff_y,pos_diff_z,ori_diff_angle
1403715278.362143039703369,0.000404036737230,0.008711496676251,0.007812652780727,0.006888161657182,0.828288485467836,0.002256286297812,0.560254984130016,-0.000148858327646,0.002766937203315,0.035374338294377,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1403715278.412142992019653,0.003468749183178,0.010784518886560,0.015286896836581,0.007779704837686,0.828070149393400,0.002042097752239,0.560566796834241,0.020318164630326,0.015890841219850,0.038783336954842,0.061294307373766,0.041460483745984,0.149485023677124,-0.040976142743441,-0.025569642526134,-0.110701686722282,0.003064712445948,0.002073022210309,0.007474244055855,0.001985571817546
1403715278.462142944335938,0.006546407237571,0.007806681062135,0.014660552467196,0.007432757190319,0.827070362226212,0.000858301199969,0.562048604096303,0.050507415780672,0.017004072600464,0.052870286971713,0.061553219789595,-0.059556813286303,-0.012526899334296,-0.011045804008922,0.076560885886767,0.065397186306009,0.003077658054393,-0.002977837824425,-0.000626344369386,0.004343766081696
1403715278.512142896652222,0.010089302002872,0.007891741466990,0.014599266480638,0.007542446039711,0.825980118523886,-0.000057445149256,0.563648784271784,0.077902897919710,0.026122169854301,0.062271799254858,0.070857962881427,0.001701209719500,-0.001225720900090,0.007044935038282,0.024420960134802,0.063497520154947,0.003542894765300,0.000085060404855,-0.000061285986558,0.004289444116594
1403715278.562143087387085,0.016033976702367,0.008024214873900,0.017199737450100,0.007042132991803,0.823144581106098,-0.001318229421989,0.567786640587628,0.099217602287514,0.032863930193877,0.094230496766545,0.118893040448956,0.002649458031319,0.052009220989804,-0.019675438161442,0.030214472162558,0.042221275776741,0.005944674699496,0.000132473406910,0.002600470969462,0.010392704792400
1403715278.612143039703369,0.024592240279463,0.008997077753170,0.022972538796214,0.006429418172873,0.820319295097911,-0.002578573743651,0.571863854102945,0.130039048232877,0.044004890440886,0.151115749608879,0.171165434778000,0.019457276141311,0.115456137029824,-0.041126386545123,0.024547614299576,0.035659612579056,0.008558263577096,0.000972862879270,0.005772801346114,0.010309191464942
1403715278.662142992019653,0.036604930326738,0.010994794872930,0.032504549284115,0.007363240034300,0.818847940395829,-0.002188506460836,0.573959095794445,0.157240817913291,0.054832287737799,0.188655372754205,0.240254030069598,0.039954380498664,0.190640391566878,-0.083013212156307,0.014877907239135,-0.001985018812673,0.012012690047275,0.001997717119760,0.009532010487902,0.005506034124838
1403715278.712142944335938,0.046977272136519,0.014030527637291,0.044441986020784,0.005748144795115,0.817462556361985,-0.003833634227290,0.575940301616543,0.180092356664672,0.069132684169027,0.255166963877867,0.207447034032516,0.060714713189280,0.238748962422132,-0.027354677367843,0.008417970979747,0.016418001455735,0.010372341809780,0.003035732764361,0.011937436736669,0.006681153735230
1403715278.762142896652222,0.056134653503138,0.017350510016718,0.058860167730814,0.004154964767276,0.815111567446454,-0.005009345039425,0.579267447164989,0.195234089028819,0.069527652275336,0.314289788581208,0.183147801995744,0.066399710912243,0.288363909205857,0.012086287033075,0.003127941363093,0.025925879375351,0.009157381366619,0.003319982379427,0.014418181710030,0.009059271488894
1403715278.812143087387085,0.065709943979333,0.020188307249062,0.074503543436075,0.003056731952728,0.813331058760667,-0.005571856877242,0.581766447688384,0.206077922247755,0.075121931194272,0.361241862415188,0.191505078989989,0.056755728140963,0.312866320614918,0.014572843257766,0.018366203053309,0.048375541800270,0.009575290476194,0.002837797232344,0.015643375705261,0.006614456787427
1403715278.862143039703369,0.074878637164693,0.023599297316434,0.092489277194992,0.001638435943204,0.811202688120019,-0.006163353378691,0.584730303122426,0.202466868070454,0.069267352657234,0.398560763845356,0.183374038586323,0.068219866406973,0.359715018229303,0.019092829484131,0.001047486250261,0.038845745616053,0.009168693185361,0.003410990067372,0.017985733758916,0.007918548548122
1403715278.912142992019653,0.084006088852075,0.026681083213108,0.111621085470546,0.001336234144026,0.810676780644670,-0.006244512889493,0.585459117155656,0.191174837291674,0.062906551555650,0.401370683187304,0.182549207840126,0.061635776713929,0.382636530421720,0.008625629451547,0.001270774841721,0.018734152765584,0.009127451687382,0.003081785896674,0.019131808275554,0.001903324911169
1403715278.962142944335938,0.091057940550904,0.029660138911435,0.130542672268172,0.001561431562969,0.809976328634430,-0.006146517623233,0.586428281467112,0.180505822938325,0.060750216351155,0.360297497335757,0.141037168480106,0.059581170787585,0.378432096853492,0.039468654458219,0.001169045563570,-0.018134599517735,0.007051851698829,0.002979055698328,0.018921586797626,0.002441499224320
1403715279.012142896652222,0.098931397739510,0.032299868390976,0.146132687310974,0.002408950679462,0.809639237746711,-0.005606597021674,0.586896130271265,0.167988544670111,0.051312227387587,0.254555664698561,0.157469293946550,0.052794639939696,0.311800598212255,0.010519250723561,-0.001482412552109,-0.057244933513694,0.007873457188606,0.002639729479540,0.015590015042802,0.002317167088479
1403715279.062143087387085,0.106615814610172,0.034104162028039,0.156403759413385,0.002685364034845,0.809782574101278,-0.005455207085196,0.586698570151289,0.160389273979128,0.043310573501261,0.153144549708127,0.153687751140988,0.036085735085122,0.205420658430607,0.006701522838140,0.007224838416138,-0.052276108722480,0.007684416870662,0.001804293637064,0.010271072102412,0.000797241667438
1403715279.112143039703369,0.114097857707189,0.035693938535735,0.161332523832961,0.002967928069180,0.809626553924033,-0.005344271000929,0.586913514371189,0.147900212502863,0.034435025311898,0.039500434311664,0.149641004649126,0.031795560476524,0.098575382400324,-0.001740792146264,0.002639464835374,-0.059074948088659,0.007482043097017,0.001589776507696,0.004928764419576,0.000806703324418
1403715279.162142992019653,0.119976079264753,0.036727804831905,0.160207990766395,0.003585227258092,0.809891055090177,-0.004689162402698,0.586550625936405,0.135006288699525,0.029195363115188,-0.042144870121505,0.117564543269559,0.020677345642851,-0.022490682780100,0.017441745429966,0.008518017472337,-0.019654187341405,0.005878221557564,0.001033866296170,-0.001124533066566,0.002011839488849
